tripId,type,odometer,batteryVoltage,batteryCurrent,wheelRpm,throttle,timestamp,underVoltageLimit,overVoltageLimit,date,time
42.0,1,553.0,66.93,0.0,0.0,0.0,2020-09-24 13:25:41,54.0,68.0,2020-09-24,13:25:41
42.0,1,553.0,66.93,0.0,0.0,0.0,2020-09-24 13:25:37,54.0,68.0,2020-09-24,13:25:37
42.0,1,453.0,66.93,0.36,215.0,0.0,2020-09-24 13:24:54,54.0,68.0,2020-09-24,13:24:54
42.0,1,469.0,66.93,0.36,189.0,0.0,2020-09-24 13:24:59,54.0,68.0,2020-09-24,13:24:59
42.0,1,488.0,66.93,0.36,210.0,0.0,2020-09-24 13:25:05,54.0,68.0,2020-09-24,13:25:05
42.0,1,508.0,66.93,0.36,210.0,0.0,2020-09-24 13:25:11,54.0,68.0,2020-09-24,13:25:11
43.0,1,859.0,66.93,0.0,278.0,0.0,2020-09-24 13:31:08,54.0,68.0,2020-09-24,13:31:08
47.0,1,929.0,67.04,0.0,0.0,0.0,2020-09-24 14:40:08,54.0,68.0,2020-09-24,14:40:08
47.0,1,929.0,67.04,0.0,0.0,0.0,2020-09-24 14:40:16,54.0,68.0,2020-09-24,14:40:16
47.0,1,929.0,66.93,0.0,0.0,0.0,2020-09-24 14:40:24,54.0,68.0,2020-09-24,14:40:24
50.0,1,3871.0,66.47,1.44,661.0,100.0,2020-09-25 07:47:25,54.0,68.0,2020-09-25,07:47:25
50.0,1,3839.0,66.58,3.24,598.0,100.0,2020-09-25 07:47:21,54.0,68.0,2020-09-25,07:47:21
50.0,1,3662.0,66.7,1.08,561.0,77.0,2020-09-25 07:46:57,54.0,68.0,2020-09-25,07:46:57
50.0,1,3607.0,66.58,1.44,661.0,100.0,2020-09-25 07:46:52,54.0,68.0,2020-09-25,07:46:52
50.0,1,3647.0,66.7,1.08,519.0,70.0,2020-09-25 07:46:56,54.0,68.0,2020-09-25,07:46:56
50.0,1,3638.0,66.81,0.36,609.0,70.0,2020-09-25 07:46:55,54.0,68.0,2020-09-25,07:46:55
50.0,1,3550.0,66.93,0.0,204.0,0.0,2020-09-25 07:46:45,54.0,68.0,2020-09-25,07:46:45
50.0,1,3543.0,66.93,0.0,399.0,0.0,2020-09-25 07:46:43,54.0,68.0,2020-09-25,07:46:43
50.0,1,3586.0,66.7,1.44,614.0,85.0,2020-09-25 07:46:50,54.0,68.0,2020-09-25,07:46:50
50.0,1,3489.0,66.81,0.36,299.0,36.0,2020-09-25 07:46:36,54.0,68.0,2020-09-25,07:46:36
50.0,1,3462.0,66.93,0.72,63.0,29.0,2020-09-25 07:46:31,54.0,68.0,2020-09-25,07:46:31
50.0,1,3723.0,66.7,1.08,546.0,75.0,2020-09-25 07:47:05,54.0,68.0,2020-09-25,07:47:05
50.0,1,3732.0,66.58,1.44,540.0,76.0,2020-09-25 07:47:06,54.0,68.0,2020-09-25,07:47:06
50.0,1,3821.0,66.58,1.8,661.0,100.0,2020-09-25 07:47:20,54.0,68.0,2020-09-25,07:47:20
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:32,42.0,75.0,2020-09-24,13:09:32
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:39,42.0,75.0,2020-09-24,13:09:39
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:31,42.0,75.0,2020-09-24,13:09:31
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:38,42.0,75.0,2020-09-24,13:09:38
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:27,42.0,75.0,2020-09-24,13:09:27
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:29,42.0,75.0,2020-09-24,13:09:29
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:26,42.0,75.0,2020-09-24,13:09:26
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:10,42.0,75.0,2020-09-24,13:09:10
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:16,42.0,75.0,2020-09-24,13:09:16
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:15,42.0,75.0,2020-09-24,13:09:15
38.0,1,59.0,67.04,0.0,273.0,0.0,2020-09-24 13:08:46,42.0,75.0,2020-09-24,13:08:46
38.0,1,55.0,66.93,0.0,378.0,0.0,2020-09-24 13:08:45,42.0,75.0,2020-09-24,13:08:45
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:05,42.0,75.0,2020-09-24,13:09:05
38.0,1,64.0,67.04,0.0,0.0,0.0,2020-09-24 13:09:04,42.0,75.0,2020-09-24,13:09:04
38.0,1,64.0,66.93,0.0,0.0,0.0,2020-09-24 13:08:50,42.0,75.0,2020-09-24,13:08:50
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:22:01,42.0,75.0,2020-09-24,13:22:01
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:22:05,42.0,75.0,2020-09-24,13:22:05
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:22:08,42.0,75.0,2020-09-24,13:22:08
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:21:48,42.0,75.0,2020-09-24,13:21:48
41.0,1,275.0,66.93,0.0,0.0,0.0,2020-09-24 13:21:41,42.0,75.0,2020-09-24,13:21:41
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:21:39,42.0,75.0,2020-09-24,13:21:39
41.0,1,275.0,66.93,0.0,0.0,0.0,2020-09-24 13:21:24,42.0,75.0,2020-09-24,13:21:24
41.0,1,275.0,66.93,0.0,0.0,0.0,2020-09-24 13:21:28,42.0,75.0,2020-09-24,13:21:28
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:21:25,42.0,75.0,2020-09-24,13:21:25
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:22:18,42.0,75.0,2020-09-24,13:22:18
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:22:10,42.0,75.0,2020-09-24,13:22:10
41.0,1,275.0,66.93,0.0,0.0,0.0,2020-09-24 13:21:35,42.0,75.0,2020-09-24,13:21:35
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:21:29,42.0,75.0,2020-09-24,13:21:29
41.0,1,275.0,67.04,0.0,0.0,0.0,2020-09-24 13:21:49,42.0,75.0,2020-09-24,13:21:49
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:30,54.0,68.0,2020-09-24,13:26:30
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:32,54.0,68.0,2020-09-24,13:26:32
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:29,54.0,68.0,2020-09-24,13:26:29
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:52,54.0,68.0,2020-09-24,13:26:52
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:44,54.0,68.0,2020-09-24,13:26:44
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:55,54.0,68.0,2020-09-24,13:26:55
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:57,54.0,68.0,2020-09-24,13:26:57
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:44,54.0,68.0,2020-09-24,13:26:44
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:27:10,54.0,68.0,2020-09-24,13:27:10
42.0,1,619.0,66.93,0.0,0.0,0.0,2020-09-24 13:26:50,54.0,68.0,2020-09-24,13:26:50
43.0,1,600.0,66.93,0.0,0.0,0.0,2020-09-24 13:29:22,54.0,68.0,2020-09-24,13:29:22
43.0,1,600.0,66.93,0.0,0.0,0.0,2020-09-24 13:29:19,54.0,68.0,2020-09-24,13:29:19
43.0,1,600.0,67.04,0.0,0.0,0.0,2020-09-24 13:29:11,54.0,68.0,2020-09-24,13:29:11
43.0,1,600.0,66.93,0.0,0.0,0.0,2020-09-24 13:29:14,54.0,68.0,2020-09-24,13:29:14
43.0,1,600.0,67.04,0.0,0.0,0.0,2020-09-24 13:29:43,54.0,68.0,2020-09-24,13:29:43
43.0,1,600.0,66.93,0.0,0.0,0.0,2020-09-24 13:29:38,54.0,68.0,2020-09-24,13:29:38
43.0,1,600.0,66.93,0.0,0.0,0.0,2020-09-24 13:29:42,54.0,68.0,2020-09-24,13:29:42
43.0,1,600.0,66.93,0.0,0.0,41.0,2020-09-24 13:29:39,54.0,68.0,2020-09-24,13:29:39
